"C","Dispatch Fuel Mix Report"
"C","Filename: genfuelmix_20231206.csv"
"C","Report for 12/06/2023"
"C","Report generated 08/12/2024 17:32:07 EDT"
"H","Date","Time","Fuel Category","Fuel Category Rollup","Gen Mw","Marginal Flag"
"H","Local Date","Local Time","String","String","MWh","String"
"D","12/06/2023","00:01:43","Coal","Coal",214,"No"
"D","12/06/2023","00:01:43","Hydro","Hydro",771,"No"
"D","12/06/2023","00:01:43","Natural Gas","Natural Gas",6046,"Yes"
"D","12/06/2023","00:01:43","Nuclear","Nuclear",2121,"No"
"D","12/06/2023","00:01:43","Other","Other",1,"No"
"D","12/06/2023","00:01:43","Landfill Gas","Renewables",34,"No"
"D","12/06/2023","00:01:43","Refuse","Renewables",317,"No"
"D","12/06/2023","00:01:43","Solar","Renewables",6,"No"
"D","12/06/2023","00:01:43","Wind","Renewables",217,"No"
"D","12/06/2023","00:01:43","Wood","Renewables",204,"No"
"D","12/06/2023","00:04:51","Coal","Coal",214,"No"
"D","12/06/2023","00:04:51","Hydro","Hydro",771,"No"
"D","12/06/2023","00:04:51","Natural Gas","Natural Gas",6046,"Yes"
"D","12/06/2023","00:04:51","Nuclear","Nuclear",2121,"No"
"D","12/06/2023","00:04:51","Other","Other",1,"No"
"D","12/06/2023","00:04:51","Landfill Gas","Renewables",34,"No"
"D","12/06/2023","00:04:51","Refuse","Renewables",317,"No"
"D","12/06/2023","00:04:51","Solar","Renewables",6,"No"
"D","12/06/2023","00:04:51","Wind","Renewables",217,"No"
"D","12/06/2023","00:04:51","Wood","Renewables",204,"No"
"D","12/06/2023","00:16:03","Coal","Coal",197,"No"
"D","12/06/2023","00:16:03","Hydro","Hydro",759,"No"
"D","12/06/2023","00:16:03","Natural Gas","Natural Gas",6115,"Yes"
"D","12/06/2023","00:16:03","Nuclear","Nuclear",2122,"No"
"D","12/06/2023","00:16:03","Landfill Gas","Renewables",34,"No"
"D","12/06/2023","00:16:03","Refuse","Renewables",316,"No"
"D","12/06/2023","00:16:03","Solar","Renewables",6,"No"
"D","12/06/2023","00:16:03","Wind","Renewables",221,"No"
"D","12/06/2023","00:16:03","Wood","Renewables",204,"No"
"D","12/06/2023","00:24:16","Coal","Coal",199,"No"
"D","12/06/2023","00:24:16","Hydro","Hydro",888,"No"
"D","12/06/2023","00:24:16","Natural Gas","Natural Gas",5964,"Yes"
"D","12/06/2023","00:24:16","Nuclear","Nuclear",2121,"No"
"D","12/06/2023","00:24:16","Landfill Gas","Renewables",34,"No"
"D","12/06/2023","00:24:16","Refuse","Renewables",320,"No"
"D","12/06/2023","00:24:16","Solar","Renewables",6,"No"
"D","12/06/2023","00:24:16","Wind","Renewables",222,"No"
"D","12/06/2023","00:24:16","Wood","Renewables",200,"No"
"D","12/06/2023","00:29:32","Coal","Coal",201,"No"
"D","12/06/2023","00:29:32","Hydro","Hydro",897,"No"
"D","12/06/2023","00:29:32","Natural Gas","Natural Gas",5916,"Yes"
"D","12/06/2023","00:29:32","Nuclear","Nuclear",2121,"No"
"D","12/06/2023","00:29:32","Other","Other",23,"No"
"D","12/06/2023","00:29:32","Landfill Gas","Renewables",34,"No"
"D","12/06/2023","00:29:32","Refuse","Renewables",320,"No"
"D","12/06/2023","00:29:32","Solar","Renewables",6,"No"
"D","12/06/2023","00:29:32","Wind","Renewables",218,"No"
"D","12/06/2023","00:29:32","Wood","Renewables",203,"No"
"D","12/06/2023","00:33:01","Coal","Coal",201,"No"
"D","12/06/2023","00:33:01","Hydro","Hydro",897,"No"
"D","12/06/2023","00:33:01","Natural Gas","Natural Gas",5916,"Yes"
"D","12/06/2023","00:33:01","Nuclear","Nuclear",2121,"No"
"D","12/06/2023","00:33:01","Other","Other",23,"No"
"D","12/06/2023","00:33:01","Landfill Gas","Renewables",34,"No"
"D","12/06/2023","00:33:01","Refuse","Renewables",320,"No"
"D","12/06/2023","00:33:01","Solar","Renewables",6,"No"
"D","12/06/2023","00:33:01","Wind","Renewables",218,"No"
"D","12/06/2023","00:33:01","Wood","Renewables",203,"No"
"D","12/06/2023","00:34:18","Coal","Coal",197,"No"
"D","12/06/2023","00:34:18","Hydro","Hydro",885,"No"
"D","12/06/2023","00:34:18","Natural Gas","Natural Gas",5843,"Yes"
"D","12/06/2023","00:34:18","Nuclear","Nuclear",2121,"No"
"D","12/06/2023","00:34:18","Other","Other",35,"No"
"D","12/06/2023","00:34:18","Landfill Gas","Renewables",34,"No"
"D","12/06/2023","00:34:18","Refuse","Renewables",321,"No"
"D","12/06/2023","00:34:18","Solar","Renewables",6,"No"
"D","12/06/2023","00:34:18","Wind","Renewables",214,"No"
"D","12/06/2023","00:34:18","Wood","Renewables",200,"No"
"D","12/06/2023","00:36:07","Coal","Coal",201,"No"
"D","12/06/2023","00:36:07","Hydro","Hydro",889,"No"
"D","12/06/2023","00:36:07","Natural Gas","Natural Gas",5879,"Yes"
"D","12/06/2023","00:36:07","Nuclear","Nuclear",2121,"No"
"D","12/06/2023","00:36:07","Other","Other",35,"No"
"D","12/06/2023","00:36:07","Landfill Gas","Renewables",34,"No"
"D","12/06/2023","00:36:07","Refuse","Renewables",319,"No"
"D","12/06/2023","00:36:07","Solar","Renewables",6,"No"
"D","12/06/2023","00:36:07","Wind","Renewables",219,"No"
"D","12/06/2023","00:36:07","Wood","Renewables",205,"No"
"D","12/06/2023","00:37:26","Coal","Coal",207,"No"
"D","12/06/2023","00:37:26","Hydro","Hydro",886,"No"
"D","12/06/2023","00:37:26","Natural Gas","Natural Gas",5910,"Yes"
"D","12/06/2023","00:37:26","Nuclear","Nuclear",2121,"No"
"D","12/06/2023","00:37:26","Other","Other",7,"No"
"D","12/06/2023","00:37:26","Landfill Gas","Renewables",34,"No"
"D","12/06/2023","00:37:26","Refuse","Renewables",322,"No"
"D","12/06/2023","00:37:26","Solar","Renewables",6,"No"
"D","12/06/2023","00:37:26","Wind","Renewables",217,"No"
"D","12/06/2023","00:37:26","Wood","Renewables",204,"No"
"D","12/06/2023","00:39:34","Coal","Coal",209,"No"
"D","12/06/2023","00:39:34","Hydro","Hydro",888,"No"
"D","12/06/2023","00:39:34","Natural Gas","Natural Gas",5975,"Yes"
"D","12/06/2023","00:39:34","Nuclear","Nuclear",2120,"No"
"D","12/06/2023","00:39:34","Other","Other",7,"No"
"D","12/06/2023","00:39:34","Landfill Gas","Renewables",34,"No"
"D","12/06/2023","00:39:34","Refuse","Renewables",322,"No"
"D","12/06/2023","00:39:34","Solar","Renewables",6,"No"
"D","12/06/2023","00:39:34","Wind","Renewables",213,"No"
"D","12/06/2023","00:39:34","Wood","Renewables",203,"No"
"D","12/06/2023","00:53:32","Coal","Coal",220,"No"
"D","12/06/2023","00:53:32","Hydro","Hydro",1012,"No"
"D","12/06/2023","00:53:32","Natural Gas","Natural Gas",6158,"Yes"
"D","12/06/2023","00:53:32","Nuclear","Nuclear",2119,"No"
"D","12/06/2023","00:53:32","Oil","Oil",98,"No"
"D","12/06/2023","00:53:32","Other","Other",32,"No"
"D","12/06/2023","00:53:32","Landfill Gas","Renewables",34,"No"
"D","12/06/2023","00:53:32","Refuse","Renewables",313,"No"
"D","12/06/2023","00:53:32","Solar","Renewables",6,"No"
"D","12/06/2023","00:53:32","Wind","Renewables",206,"No"
"D","12/06/2023","00:53:32","Wood","Renewables",205,"No"
"D","12/06/2023","00:54:50","Coal","Coal",212,"No"
"D","12/06/2023","00:54:50","Hydro","Hydro",1010,"No"
